File Path,Length (Seconds)
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/22_luqi_1_1_1.wav,633.7998125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_4_4.wav,632.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_6_6.wav,632.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/24_kexin_1_3_3.wav,631.4308125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_2_2.wav,629.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_9_9.wav,628.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/13_lu_1_3_3.wav,627.9353125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/30_katya_1_1_1.wav,627.526875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_1_1_1.wav,627.2265625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/24_kexin_1_1_1.wav,627.2265625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_3_3.wav,627.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_5_5.wav,627.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_8_8.wav,627.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/17_itoi_1_1_1.wav,626.525875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_12_12.wav,625.8913125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_10_10.wav,625.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_10_10.wav,625.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_6_6.wav,624.523875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_12_12.wav,622.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/22_luqi_1_2_2.wav,621.8545625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/5_stewart_1_3_3.wav,621.020375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_6_6.wav,621.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_1_1.wav,621.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_1_2_2.wav,620.987
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/18_daiki_1_1_1.wav,620.68675
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/18_daiki_1_2_2.wav,620.586625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_10_10.wav,620.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/16_jorge_1_3_3.wav,619.2185625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_3_3.wav,619.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_4_4.wav,619.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/17_itoi_1_3_3.wav,618.3176875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_3_3.wav,615.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_8_8.wav,615.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_7_7.wav,614.54725
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/30_katya_1_3_3.wav,614.513875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/27_yingqing_1_1_1.wav,614.2803125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_1_1_1.wav,613.54625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/10_kieks_1_2_2.wav,613.512875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_5_5.wav,613.3794375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_5_5.wav,613.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/30_katya_1_2_2.wav,612.979
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/10_kieks_1_1_1.wav,612.9123125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_2_2.wav,612.7454375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/10_kieks_1_3_3.wav,612.4785
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_2_2.wav,612.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/16_jorge_1_1_1.wav,611.67775
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/5_stewart_1_1_1.wav,611.3106875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_12_12.wav,611.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/5_stewart_1_2_2.wav,610.4765
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_4_4.wav,610.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_10_10.wav,610.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_8_8.wav,609.8085625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/22_luqi_1_3_3.wav,609.7758125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_7_7.wav,609.7758125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/28_tiffnay_1_1_1.wav,609.2085625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_6_6.wav,609.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_1_1.wav,609.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_1_2_2.wav,608.3744375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_5_5.wav,608.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_4_4.wav,607.7065
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_2_2.wav,607.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/16_jorge_1_2_2.wav,606.3724375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/12_zhao_1_3_3.wav,605.8719375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_1_2_2.wav,605.071125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_8_8.wav,604.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/28_tiffnay_1_2_2.wav,603.8699375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/12_zhao_1_2_2.wav,603.2025625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_7_7.wav,603.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_1_1_1.wav,600.0995
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_11_11.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_1_1.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_3_3.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_5_5.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_7_7.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_9_9.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_11_11.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_1_1.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_3_3.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_5_5.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_7_7.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_1_9_9.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_11_11.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_1_1.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_3_3.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_5_5.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_7_7.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/7_sophie_1_9_9.wav,600.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_12_12.wav,599.999375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_4_4.wav,598.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_11_11.wav,597.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_12_12.wav,597.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/12_zhao_1_1_1.wav,596.16225
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_7_7.wav,596.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_2_2.wav,594.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_3_3.wav,594.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/27_yingqing_1_3_3.wav,593.65975
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_3_3.wav,593.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_11_11.wav,593.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_1_1.wav,592.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/28_tiffnay_1_3_3.wav,590.7568125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_9_9.wav,588.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_8_8.wav,587.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_9_9.wav,586.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/24_kexin_1_2_2.wav,582.8823125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_9_9.wav,581.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_1_4_4.wav,579.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_6_6.wav,576.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_2_2.wav,573.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/27_yingqing_1_2_2.wav,568.034125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_1_4_4.wav,562.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/23_hailing_1_3_3.wav,559.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_12_12.wav,553.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_1_3_3.wav,550.2163125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_10_10.wav,550.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_1_11_11.wav,546.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_6_6.wav,544.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_8_8.wav,537.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_1_11_11.wav,535.7685625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/23_hailing_1_1_1.wav,493.93075
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_5_5.wav,466.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_1_11_11.wav,429.962875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_1_1.wav,420.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/6_carla_1_6_6.wav,405.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/2_scott_1_2_2.wav,380.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_15_15.wav,117.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_12_12.wav,116.2828125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_15_15.wav,116.082625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_4_4.wav,112.8460625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_14_14.wav,110.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_116_116.wav,109.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_13_13.wav,109.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_5_5.wav,109.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_16_16.wav,108.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_16_16.wav,107.2070625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_14_14.wav,106.9735
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_3_3.wav,106.3395625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_12_12.wav,106.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_13_13.wav,105.6055
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_104_104.wav,104.504375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_87_87.wav,104.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/18_daiki_0_15_15.wav,104.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_0_15_15.wav,104.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/23_hailing_0_15_15.wav,104.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_9_9.wav,103.6035
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_0_15_15.wav,103.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/24_kexin_0_15_15.wav,103.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/9_miranda_0_82_82.wav,103.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_8_8.wav,102.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_82_82.wav,102.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_8_8.wav,102.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_90_90.wav,101.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/1_wayne_0_26_26.wav,101.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_0_12_12.wav,101.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_0_31_31.wav,101.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_88_88.wav,100.7005625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_103_103.wav,100.2668125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/12_zhao_0_15_15.wav,100.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_0_13_13.wav,100.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_0_14_14.wav,100.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/18_daiki_0_4_4.wav,100.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_6_6.wav,99.5995
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_0_16_16.wav,99.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_5_5.wav,99.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_2_2.wav,98.6985625
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_103_103.wav,98.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_104_104.wav,98.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_115_115.wav,98.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_30_30.wav,98.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_85_85.wav,98.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/27_yingqing_0_15_15.wav,97.630875
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/27_yingqing_0_88_88.wav,97.3973125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_8_8.wav,97.16375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_26_26.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/12_zhao_0_14_14.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/17_itoi_0_15_15.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/17_itoi_0_8_8.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_0_14_14.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_0_16_16.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_0_4_4.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_24_24.wav,97.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_87_87.wav,96.8968125
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/25_goto_0_11_11.wav,96.2294375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_19_19.wav,96.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/28_tiffnay_0_15_15.wav,96.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_0_15_15.wav,96.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_15_15.wav,96.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_16_16.wav,96.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/4_lawrence_0_81_81.wav,96.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/15_carlos_0_104_104.wav,95.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/20_li_0_13_13.wav,95.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/21_ayana_0_15_15.wav,95.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/23_hailing_0_14_14.wav,95.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/3_solomon_0_2_2.wav,94.7279375
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_100_100.wav,94.0
ExpressiveWholeBodyDatasetReleaseV1.0/beat_english_v2.0.0/wave16k/11_nidal_0_111_111.wav,94.0
